node_id,depth,byte,count,ratio,type
79,2,154.0,2,0.009478672985781991,variable
90,2,155.0,2,0.009478672985781991,variable
101,2,157.0,2,0.009478672985781991,variable
112,2,158.0,2,0.009478672985781991,variable
123,2,159.0,2,0.009478672985781991,variable
134,2,165.0,2,0.009478672985781991,variable
145,2,166.0,2,0.009478672985781991,variable
156,2,168.0,2,0.009478672985781991,variable
167,2,169.0,2,0.009478672985781991,variable
178,2,170.0,2,0.009478672985781991,variable
189,2,171.0,2,0.009478672985781991,variable
200,2,172.0,2,0.009478672985781991,variable
211,2,173.0,2,0.009478672985781991,variable
222,2,174.0,2,0.009478672985781991,variable
233,2,175.0,2,0.009478672985781991,variable
244,2,176.0,2,0.009478672985781991,variable
255,2,178.0,2,0.009478672985781991,variable
266,2,182.0,2,0.009478672985781991,variable
277,2,183.0,2,0.009478672985781991,variable
288,2,184.0,2,0.009478672985781991,variable
299,2,185.0,2,0.009478672985781991,variable
310,2,186.0,2,0.009478672985781991,variable
321,2,189.0,2,0.009478672985781991,variable
332,2,190.0,2,0.009478672985781991,variable
343,2,191.0,2,0.009478672985781991,variable
354,2,192.0,2,0.009478672985781991,variable
365,2,193.0,2,0.009478672985781991,variable
376,2,198.0,2,0.009478672985781991,variable
387,2,199.0,2,0.009478672985781991,variable
398,2,200.0,2,0.009478672985781991,variable
409,2,203.0,2,0.009478672985781991,variable
420,2,204.0,2,0.009478672985781991,variable
431,2,205.0,2,0.009478672985781991,variable
442,2,206.0,2,0.009478672985781991,variable
453,2,211.0,2,0.009478672985781991,variable
464,2,212.0,2,0.009478672985781991,variable
475,2,213.0,2,0.009478672985781991,variable
486,2,216.0,2,0.009478672985781991,variable
497,2,217.0,2,0.009478672985781991,variable
508,2,218.0,2,0.009478672985781991,variable
519,2,223.0,2,0.009478672985781991,variable
530,2,224.0,2,0.009478672985781991,variable
541,2,226.0,2,0.009478672985781991,variable
552,2,227.0,2,0.009478672985781991,variable
563,2,229.0,2,0.009478672985781991,variable
574,2,234.0,2,0.009478672985781991,variable
585,2,235.0,2,0.009478672985781991,variable
596,2,236.0,2,0.009478672985781991,variable
607,2,238.0,2,0.009478672985781991,variable
618,2,239.0,2,0.009478672985781991,variable
629,2,240.0,2,0.009478672985781991,variable
640,2,241.0,2,0.009478672985781991,variable
651,2,242.0,2,0.009478672985781991,variable
662,2,243.0,2,0.009478672985781991,variable
673,2,244.0,2,0.009478672985781991,variable
684,2,245.0,2,0.009478672985781991,variable
695,2,246.0,2,0.009478672985781991,variable
706,2,250.0,2,0.009478672985781991,variable
717,2,252.0,2,0.009478672985781991,variable
728,2,253.0,2,0.009478672985781991,variable
739,2,254.0,2,0.009478672985781991,variable
750,2,255.0,2,0.009478672985781991,variable
762,2,1.0,2,0.004347826086956522,variable
773,2,2.0,2,0.004347826086956522,variable
784,2,3.0,2,0.004347826086956522,variable
795,2,5.0,2,0.004347826086956522,variable
806,2,10.0,2,0.004347826086956522,variable
817,2,11.0,2,0.004347826086956522,variable
828,2,12.0,2,0.004347826086956522,variable
839,2,14.0,2,0.004347826086956522,variable
850,2,15.0,2,0.004347826086956522,variable
861,2,16.0,2,0.004347826086956522,variable
872,2,21.0,2,0.004347826086956522,variable
883,2,22.0,2,0.004347826086956522,variable
894,2,25.0,2,0.004347826086956522,variable
905,2,26.0,2,0.004347826086956522,variable
916,2,27.0,2,0.004347826086956522,variable
927,2,32.0,2,0.004347826086956522,variable
938,2,33.0,2,0.004347826086956522,variable
949,2,36.0,2,0.004347826086956522,variable
960,2,37.0,2,0.004347826086956522,variable
971,2,38.0,2,0.004347826086956522,variable
982,2,43.0,2,0.004347826086956522,variable
993,2,44.0,2,0.004347826086956522,variable
1004,2,45.0,2,0.004347826086956522,variable
1015,2,46.0,2,0.004347826086956522,variable
1026,2,47.0,2,0.004347826086956522,variable
1037,2,48.0,2,0.004347826086956522,variable
1048,2,49.0,2,0.004347826086956522,variable
1059,2,50.0,2,0.004347826086956522,variable
1070,2,51.0,2,0.004347826086956522,variable
1081,2,52.0,2,0.004347826086956522,variable
1092,2,53.0,2,0.004347826086956522,variable
1103,2,54.0,2,0.004347826086956522,variable
1114,2,55.0,2,0.004347826086956522,variable
1125,2,56.0,2,0.004347826086956522,variable
1136,2,57.0,2,0.004347826086956522,variable
1147,2,59.0,2,0.004347826086956522,variable
1158,2,60.0,2,0.004347826086956522,variable
1169,2,61.0,2,0.004347826086956522,variable
1180,2,62.0,2,0.004347826086956522,variable
1191,2,63.0,2,0.004347826086956522,variable
1202,2,64.0,2,0.004347826086956522,variable
1213,2,67.0,2,0.004347826086956522,variable
1224,2,71.0,2,0.004347826086956522,variable
1235,2,72.0,2,0.004347826086956522,variable
1246,2,73.0,2,0.004347826086956522,variable
1257,2,74.0,2,0.004347826086956522,variable
1268,2,75.0,2,0.004347826086956522,variable
1279,2,77.0,2,0.004347826086956522,variable
1290,2,78.0,2,0.004347826086956522,variable
1301,2,79.0,2,0.004347826086956522,variable
1312,2,81.0,2,0.004347826086956522,variable
1323,2,86.0,2,0.004347826086956522,variable
1334,2,87.0,2,0.004347826086956522,variable
1345,2,88.0,3,0.006521739130434782,variable
1356,2,90.0,2,0.004347826086956522,variable
1367,2,91.0,2,0.004347826086956522,variable
1378,2,92.0,2,0.004347826086956522,variable
1389,2,94.0,2,0.004347826086956522,variable
1400,2,98.0,2,0.004347826086956522,variable
1411,2,99.0,2,0.004347826086956522,variable
1422,2,102.0,2,0.004347826086956522,variable
1433,2,103.0,2,0.004347826086956522,variable
1444,2,104.0,2,0.004347826086956522,variable
1455,2,109.0,2,0.004347826086956522,variable
1466,2,110.0,2,0.004347826086956522,variable
1477,2,111.0,2,0.004347826086956522,variable
1488,2,114.0,2,0.004347826086956522,variable
1499,2,115.0,2,0.004347826086956522,variable
1510,2,116.0,2,0.004347826086956522,variable
1521,2,121.0,2,0.004347826086956522,variable
1532,2,122.0,2,0.004347826086956522,variable
1543,2,123.0,2,0.004347826086956522,variable
1554,2,124.0,2,0.004347826086956522,variable
1565,2,125.0,2,0.004347826086956522,variable
1576,2,126.0,2,0.004347826086956522,variable
1587,2,127.0,2,0.004347826086956522,variable
1598,2,128.0,2,0.004347826086956522,variable
1609,2,129.0,2,0.004347826086956522,variable
1620,2,130.0,2,0.004347826086956522,variable
1631,2,131.0,2,0.004347826086956522,variable
1642,2,132.0,2,0.004347826086956522,variable
1653,2,133.0,2,0.004347826086956522,variable
1664,2,134.0,2,0.004347826086956522,variable
1675,2,135.0,2,0.004347826086956522,variable
1686,2,136.0,2,0.004347826086956522,variable
1697,2,139.0,2,0.004347826086956522,variable
1708,2,140.0,2,0.004347826086956522,variable
1719,2,141.0,2,0.004347826086956522,variable
1730,2,142.0,2,0.004347826086956522,variable
1741,2,143.0,3,0.006521739130434782,variable
1752,2,145.0,2,0.004347826086956522,variable
1763,2,150.0,2,0.004347826086956522,variable
1774,2,151.0,2,0.004347826086956522,variable
1785,2,152.0,2,0.004347826086956522,variable
1796,2,153.0,2,0.004347826086956522,variable
1807,2,154.0,2,0.004347826086956522,variable
1818,2,155.0,2,0.004347826086956522,variable
1829,2,156.0,2,0.004347826086956522,variable
1840,2,157.0,2,0.004347826086956522,variable
1851,2,159.0,2,0.004347826086956522,variable
1862,2,164.0,2,0.004347826086956522,variable
1873,2,165.0,2,0.004347826086956522,variable
1884,2,166.0,2,0.004347826086956522,variable
1895,2,168.0,2,0.004347826086956522,variable
1906,2,169.0,2,0.004347826086956522,variable
1917,2,171.0,2,0.004347826086956522,variable
1928,2,176.0,2,0.004347826086956522,variable
1939,2,177.0,2,0.004347826086956522,variable
1950,2,179.0,2,0.004347826086956522,variable
1961,2,180.0,2,0.004347826086956522,variable
1972,2,181.0,2,0.004347826086956522,variable
1983,2,184.0,2,0.004347826086956522,variable
1994,2,188.0,2,0.004347826086956522,variable
2005,2,189.0,2,0.004347826086956522,variable
2016,2,191.0,2,0.004347826086956522,variable
2027,2,192.0,2,0.004347826086956522,variable
2038,2,195.0,2,0.004347826086956522,variable
2049,2,199.0,2,0.004347826086956522,variable
2060,2,200.0,2,0.004347826086956522,variable
2071,2,201.0,2,0.004347826086956522,variable
2082,2,202.0,2,0.004347826086956522,variable
2093,2,203.0,2,0.004347826086956522,variable
2104,2,204.0,2,0.004347826086956522,variable
2115,2,205.0,2,0.004347826086956522,variable
2126,2,206.0,2,0.004347826086956522,variable
2137,2,207.0,2,0.004347826086956522,variable
2148,2,209.0,2,0.004347826086956522,variable
2159,2,210.0,2,0.004347826086956522,variable
2170,2,211.0,2,0.004347826086956522,variable
2181,2,212.0,2,0.004347826086956522,variable
2192,2,213.0,2,0.004347826086956522,variable
2203,2,215.0,2,0.004347826086956522,variable
2214,2,219.0,2,0.004347826086956522,variable
2225,2,220.0,2,0.004347826086956522,variable
2236,2,221.0,2,0.004347826086956522,variable
2247,2,222.0,2,0.004347826086956522,variable
2258,2,225.0,2,0.004347826086956522,variable
2269,2,226.0,2,0.004347826086956522,variable
2280,2,228.0,2,0.004347826086956522,variable
2291,2,232.0,2,0.004347826086956522,variable
2302,2,233.0,2,0.004347826086956522,variable
2313,2,235.0,2,0.004347826086956522,variable
2324,2,236.0,2,0.004347826086956522,variable
2335,2,239.0,2,0.004347826086956522,variable
2346,2,243.0,2,0.004347826086956522,variable
2357,2,244.0,2,0.004347826086956522,variable
2368,2,246.0,2,0.004347826086956522,variable
2379,2,247.0,2,0.004347826086956522,variable
2390,2,250.0,2,0.004347826086956522,variable
2401,2,254.0,2,0.004347826086956522,variable
2412,2,255.0,2,0.004347826086956522,variable
2424,2,1.0,2,0.004608294930875576,variable
2435,2,2.0,2,0.004608294930875576,variable
2446,2,3.0,2,0.004608294930875576,variable
2457,2,4.0,2,0.004608294930875576,variable
2468,2,5.0,2,0.004608294930875576,variable
2479,2,6.0,2,0.004608294930875576,variable
2490,2,7.0,2,0.004608294930875576,variable
2501,2,8.0,2,0.004608294930875576,variable
2512,2,9.0,2,0.004608294930875576,variable
2523,2,10.0,2,0.004608294930875576,variable
2534,2,11.0,2,0.004608294930875576,variable
2545,2,12.0,2,0.004608294930875576,variable
2556,2,13.0,2,0.004608294930875576,variable
2567,2,14.0,2,0.004608294930875576,variable
2578,2,15.0,2,0.004608294930875576,variable
2589,2,16.0,2,0.004608294930875576,variable
2600,2,17.0,2,0.004608294930875576,variable
2611,2,22.0,2,0.004608294930875576,variable
2622,2,23.0,2,0.004608294930875576,variable
2633,2,24.0,2,0.004608294930875576,variable
2644,2,25.0,2,0.004608294930875576,variable
2655,2,26.0,2,0.004608294930875576,variable
2666,2,27.0,2,0.004608294930875576,variable
2677,2,28.0,2,0.004608294930875576,variable
2688,2,29.0,2,0.004608294930875576,variable
2699,2,32.0,2,0.004608294930875576,variable
2710,2,33.0,2,0.004608294930875576,variable
2721,2,34.0,2,0.004608294930875576,variable
2732,2,35.0,2,0.004608294930875576,variable
2743,2,36.0,2,0.004608294930875576,variable
2754,2,37.0,2,0.004608294930875576,variable
2765,2,42.0,2,0.004608294930875576,variable
2776,2,43.0,2,0.004608294930875576,variable
2787,2,44.0,2,0.004608294930875576,variable
2798,2,45.0,2,0.004608294930875576,variable
2809,2,46.0,2,0.004608294930875576,variable
2820,2,47.0,2,0.004608294930875576,variable
2831,2,51.0,2,0.004608294930875576,variable
2842,2,52.0,2,0.004608294930875576,variable
2853,2,53.0,2,0.004608294930875576,variable
2864,2,55.0,2,0.004608294930875576,variable
2875,2,56.0,2,0.004608294930875576,variable
2886,2,57.0,2,0.004608294930875576,variable
2897,2,61.0,2,0.004608294930875576,variable
2908,2,62.0,2,0.004608294930875576,variable
2919,2,65.0,2,0.004608294930875576,variable
2930,2,66.0,2,0.004608294930875576,variable
2941,2,67.0,2,0.004608294930875576,variable
2952,2,71.0,2,0.004608294930875576,variable
2963,2,72.0,2,0.004608294930875576,variable
2974,2,75.0,2,0.004608294930875576,variable
2985,2,76.0,2,0.004608294930875576,variable
2996,2,77.0,2,0.004608294930875576,variable
3007,2,78.0,2,0.004608294930875576,variable
3018,2,79.0,2,0.004608294930875576,variable
3029,2,80.0,2,0.004608294930875576,variable
3040,2,81.0,2,0.004608294930875576,variable
3051,2,82.0,2,0.004608294930875576,variable
3062,2,83.0,2,0.004608294930875576,variable
3073,2,84.0,2,0.004608294930875576,variable
3084,2,85.0,2,0.004608294930875576,variable
3095,2,86.0,2,0.004608294930875576,variable
3106,2,87.0,2,0.004608294930875576,variable
3117,2,88.0,2,0.004608294930875576,variable
3128,2,89.0,2,0.004608294930875576,variable
3139,2,91.0,2,0.004608294930875576,variable
3150,2,95.0,2,0.004608294930875576,variable
3161,2,96.0,2,0.004608294930875576,variable
3172,2,97.0,2,0.004608294930875576,variable
3183,2,98.0,2,0.004608294930875576,variable
3194,2,99.0,2,0.004608294930875576,variable
3205,2,100.0,2,0.004608294930875576,variable
3216,2,101.0,2,0.004608294930875576,variable
3227,2,104.0,2,0.004608294930875576,variable
3238,2,106.0,2,0.004608294930875576,variable
3249,2,107.0,2,0.004608294930875576,variable
3260,2,108.0,2,0.004608294930875576,variable
3271,2,112.0,2,0.004608294930875576,variable
3282,2,113.0,2,0.004608294930875576,variable
3293,2,114.0,2,0.004608294930875576,variable
3304,2,118.0,2,0.004608294930875576,variable
3315,2,119.0,2,0.004608294930875576,variable
3326,2,120.0,2,0.004608294930875576,variable
3337,2,121.0,2,0.004608294930875576,variable
3348,2,125.0,2,0.004608294930875576,variable
3359,2,126.0,2,0.004608294930875576,variable
3370,2,129.0,2,0.004608294930875576,variable
3381,2,130.0,2,0.004608294930875576,variable
3392,2,131.0,2,0.004608294930875576,variable
3403,2,133.0,2,0.004608294930875576,variable
3414,2,137.0,2,0.004608294930875576,variable
3425,2,138.0,2,0.004608294930875576,variable
3436,2,140.0,2,0.004608294930875576,variable
3447,2,141.0,2,0.004608294930875576,variable
3458,2,143.0,2,0.004608294930875576,variable
3469,2,147.0,2,0.004608294930875576,variable
3480,2,148.0,2,0.004608294930875576,variable
3491,2,151.0,2,0.004608294930875576,variable
3502,2,152.0,2,0.004608294930875576,variable
3513,2,153.0,2,0.004608294930875576,variable
3524,2,154.0,2,0.004608294930875576,variable
3535,2,155.0,2,0.004608294930875576,variable
3546,2,156.0,2,0.004608294930875576,variable
3557,2,157.0,2,0.004608294930875576,variable
3568,2,158.0,2,0.004608294930875576,variable
3579,2,159.0,2,0.004608294930875576,variable
3590,2,160.0,2,0.004608294930875576,variable
3601,2,161.0,2,0.004608294930875576,variable
3612,2,162.0,2,0.004608294930875576,variable
3623,2,163.0,2,0.004608294930875576,variable
3634,2,165.0,2,0.004608294930875576,variable
3645,2,169.0,2,0.004608294930875576,variable
3656,2,170.0,2,0.004608294930875576,variable
3667,2,171.0,2,0.004608294930875576,variable
3678,2,172.0,2,0.004608294930875576,variable
3689,2,175.0,2,0.004608294930875576,variable
3700,2,176.0,2,0.004608294930875576,variable
3711,2,177.0,2,0.004608294930875576,variable
3722,2,178.0,2,0.004608294930875576,variable
3733,2,180.0,2,0.004608294930875576,variable
3744,2,184.0,2,0.004608294930875576,variable
3755,2,185.0,2,0.004608294930875576,variable
3766,2,186.0,2,0.004608294930875576,variable
3777,2,187.0,2,0.004608294930875576,variable
3788,2,190.0,2,0.004608294930875576,variable
3799,2,191.0,2,0.004608294930875576,variable
3810,2,193.0,2,0.004608294930875576,variable
3821,2,197.0,2,0.004608294930875576,variable
3832,2,198.0,2,0.004608294930875576,variable
3843,2,200.0,2,0.004608294930875576,variable
3854,2,201.0,2,0.004608294930875576,variable
3865,2,204.0,2,0.004608294930875576,variable
3876,2,208.0,2,0.004608294930875576,variable
3887,2,209.0,2,0.004608294930875576,variable
3898,2,210.0,2,0.004608294930875576,variable
3909,2,212.0,2,0.004608294930875576,variable
3920,2,213.0,2,0.004608294930875576,variable
3931,2,215.0,2,0.004608294930875576,variable
3942,2,219.0,2,0.004608294930875576,variable
3953,2,220.0,2,0.004608294930875576,variable
3964,2,223.0,2,0.004608294930875576,variable
3975,2,224.0,2,0.004608294930875576,variable
3986,2,225.0,2,0.004608294930875576,variable
3997,2,226.0,2,0.004608294930875576,variable
4008,2,227.0,2,0.004608294930875576,variable
4019,2,228.0,2,0.004608294930875576,variable
4030,2,230.0,2,0.004608294930875576,variable
4041,2,234.0,2,0.004608294930875576,variable
4052,2,235.0,2,0.004608294930875576,variable
4063,2,236.0,2,0.004608294930875576,variable
4074,2,237.0,2,0.004608294930875576,variable
4085,2,238.0,2,0.004608294930875576,variable
4096,2,141.0,2,0.009478672985781991,variable
4109,2,145.0,2,0.009478672985781991,variable
4122,2,148.0,2,0.009478672985781991,variable
4135,2,153.0,2,0.009478672985781991,variable
4148,2,156.0,2,0.009478672985781991,variable
4161,2,163.0,2,0.009478672985781991,variable
4174,2,164.0,2,0.009478672985781991,variable
4187,2,167.0,2,0.009478672985781991,variable
4200,2,177.0,2,0.009478672985781991,variable
4213,2,187.0,2,0.009478672985781991,variable
4226,2,188.0,2,0.009478672985781991,variable
4239,2,197.0,2,0.009478672985781991,variable
4252,2,201.0,2,0.009478672985781991,variable
4265,2,202.0,2,0.009478672985781991,variable
4278,2,210.0,2,0.009478672985781991,variable
4291,2,214.0,2,0.009478672985781991,variable
4304,2,215.0,2,0.009478672985781991,variable
4317,2,222.0,2,0.009478672985781991,variable
4330,2,225.0,2,0.009478672985781991,variable
4343,2,228.0,2,0.009478672985781991,variable
4356,2,233.0,2,0.009478672985781991,variable
4369,2,237.0,2,0.009478672985781991,variable
4382,2,251.0,2,0.009478672985781991,variable
4395,2,0.0,2,0.004347826086956522,variable
4408,2,4.0,2,0.004347826086956522,variable
4421,2,9.0,2,0.004347826086956522,variable
4434,2,13.0,2,0.004347826086956522,variable
4447,2,20.0,2,0.004347826086956522,variable
4460,2,23.0,2,0.004347826086956522,variable
4473,2,24.0,2,0.004347826086956522,variable
4486,2,31.0,2,0.004347826086956522,variable
4499,2,34.0,2,0.004347826086956522,variable
4512,2,35.0,2,0.004347826086956522,variable
4525,2,42.0,2,0.004347826086956522,variable
4538,2,58.0,2,0.004347826086956522,variable
4551,2,65.0,2,0.004347826086956522,variable
4564,2,66.0,2,0.004347826086956522,variable
4577,2,76.0,2,0.004347826086956522,variable
4590,2,80.0,2,0.004347826086956522,variable
4603,2,85.0,2,0.004347826086956522,variable
4616,2,89.0,2,0.004347826086956522,variable
4629,2,93.0,2,0.004347826086956522,variable
4642,2,100.0,2,0.004347826086956522,variable
4655,2,101.0,2,0.004347826086956522,variable
4668,2,108.0,2,0.004347826086956522,variable
4681,2,112.0,2,0.004347826086956522,variable
4694,2,113.0,2,0.004347826086956522,variable
4707,2,120.0,2,0.004347826086956522,variable
4720,2,137.0,2,0.004347826086956522,variable
4733,2,138.0,2,0.004347826086956522,variable
4746,2,144.0,2,0.004347826086956522,variable
4759,2,149.0,2,0.004347826086956522,variable
4772,2,158.0,2,0.004347826086956522,variable
4785,2,163.0,2,0.004347826086956522,variable
4798,2,167.0,2,0.004347826086956522,variable
4811,2,170.0,2,0.004347826086956522,variable
4824,2,175.0,2,0.004347826086956522,variable
4837,2,178.0,2,0.004347826086956522,variable
4850,2,182.0,2,0.004347826086956522,variable
4863,2,183.0,2,0.004347826086956522,variable
4876,2,190.0,2,0.004347826086956522,variable
4889,2,193.0,2,0.004347826086956522,variable
4902,2,194.0,2,0.004347826086956522,variable
4915,2,208.0,2,0.004347826086956522,variable
4928,2,214.0,2,0.004347826086956522,variable
4941,2,223.0,2,0.004347826086956522,variable
4954,2,224.0,2,0.004347826086956522,variable
4967,2,227.0,2,0.004347826086956522,variable
4980,2,234.0,2,0.004347826086956522,variable
4993,2,237.0,2,0.004347826086956522,variable
5006,2,238.0,2,0.004347826086956522,variable
5019,2,245.0,2,0.004347826086956522,variable
5032,2,248.0,2,0.004347826086956522,variable
5045,2,249.0,2,0.004347826086956522,variable
5058,2,0.0,2,0.004608294930875576,variable
5071,2,21.0,2,0.004608294930875576,variable
5084,2,30.0,2,0.004608294930875576,variable
5097,2,31.0,2,0.004608294930875576,variable
5110,2,41.0,2,0.004608294930875576,variable
5123,2,54.0,2,0.004608294930875576,variable
5136,2,63.0,2,0.004608294930875576,variable
5149,2,64.0,2,0.004608294930875576,variable
5162,2,73.0,2,0.004608294930875576,variable
5175,2,74.0,2,0.004608294930875576,variable
5188,2,90.0,2,0.004608294930875576,variable
5201,2,102.0,2,0.004608294930875576,variable
5214,2,103.0,2,0.004608294930875576,variable
5227,2,105.0,2,0.004608294930875576,variable
5240,2,115.0,2,0.004608294930875576,variable
5253,2,116.0,2,0.004608294930875576,variable
5266,2,117.0,2,0.004608294930875576,variable
5279,2,127.0,2,0.004608294930875576,variable
5292,2,128.0,2,0.004608294930875576,variable
5305,2,132.0,2,0.004608294930875576,variable
5318,2,139.0,2,0.004608294930875576,variable
5331,2,142.0,2,0.004608294930875576,variable
5344,2,149.0,2,0.004608294930875576,variable
5357,2,150.0,2,0.004608294930875576,variable
5370,2,164.0,2,0.004608294930875576,variable
5383,2,173.0,2,0.004608294930875576,variable
5396,2,174.0,2,0.004608294930875576,variable
5409,2,179.0,2,0.004608294930875576,variable
5422,2,188.0,2,0.004608294930875576,variable
5435,2,189.0,2,0.004608294930875576,variable
5448,2,192.0,2,0.004608294930875576,variable
5461,2,199.0,2,0.004608294930875576,variable
5474,2,202.0,2,0.004608294930875576,variable
5487,2,203.0,2,0.004608294930875576,variable
5500,2,211.0,2,0.004608294930875576,variable
5513,2,214.0,2,0.004608294930875576,variable
5526,2,221.0,2,0.004608294930875576,variable
5539,2,222.0,2,0.004608294930875576,variable
5552,2,229.0,2,0.004608294930875576,variable
5565,2,239.0,2,0.004608294930875576,variable
5578,2,240.0,2,0.004608294930875576,variable
5591,2,138.0,2,0.009478672985781991,variable
5626,2,150.0,2,0.009478672985781991,variable
5661,2,160.0,2,0.009478672985781991,variable
5696,2,179.0,2,0.009478672985781991,variable
5731,2,194.0,2,0.009478672985781991,variable
5766,2,207.0,2,0.009478672985781991,variable
5801,2,219.0,2,0.009478672985781991,variable
5836,2,230.0,2,0.009478672985781991,variable
5871,2,6.0,2,0.004347826086956522,variable
5906,2,17.0,2,0.004347826086956522,variable
5941,2,28.0,2,0.004347826086956522,variable
5976,2,39.0,2,0.004347826086956522,variable
6011,2,68.0,2,0.004347826086956522,variable
6046,2,82.0,2,0.004347826086956522,variable
6081,2,95.0,2,0.004347826086956522,variable
6116,2,105.0,2,0.004347826086956522,variable
6151,2,117.0,2,0.004347826086956522,variable
6186,2,146.0,2,0.004347826086956522,variable
6221,2,160.0,2,0.004347826086956522,variable
6256,2,172.0,2,0.004347826086956522,variable
6291,2,185.0,2,0.004347826086956522,variable
6326,2,196.0,2,0.004347826086956522,variable
6361,2,216.0,2,0.004347826086956522,variable
6396,2,229.0,2,0.004347826086956522,variable
6431,2,240.0,2,0.004347826086956522,variable
6466,2,251.0,2,0.004347826086956522,variable
6501,2,18.0,2,0.004608294930875576,variable
6536,2,38.0,2,0.004608294930875576,variable
6571,2,48.0,2,0.004608294930875576,variable
6606,2,58.0,2,0.004608294930875576,variable
6641,2,68.0,2,0.004608294930875576,variable
6676,2,92.0,2,0.004608294930875576,variable
6711,2,109.0,2,0.004608294930875576,variable
6746,2,122.0,2,0.004608294930875576,variable
6781,2,134.0,2,0.004608294930875576,variable
6816,2,144.0,2,0.004608294930875576,variable
6851,2,166.0,2,0.004608294930875576,variable
6886,2,181.0,2,0.004608294930875576,variable
6921,2,194.0,2,0.004608294930875576,variable
6956,2,205.0,2,0.004608294930875576,variable
6991,2,216.0,2,0.004608294930875576,variable
7026,2,231.0,2,0.004608294930875576,variable
7061,2,247.0,2,0.009478672985781991,variable
7099,2,96.0,2,0.008583690987124463,variable
7110,2,97.0,1,0.004291845493562232,variable
7121,2,98.0,2,0.008583690987124463,variable
7132,2,99.0,2,0.008583690987124463,variable
7143,2,109.0,2,0.008583690987124463,variable
7154,2,110.0,1,0.004291845493562232,variable
7165,2,111.0,2,0.008583690987124463,variable
7176,2,112.0,2,0.008583690987124463,variable
7187,2,118.0,2,0.008583690987124463,variable
7198,2,124.0,2,0.008583690987124463,variable
7209,2,125.0,2,0.008583690987124463,variable
7220,2,135.0,2,0.008583690987124463,variable
7231,2,136.0,2,0.008583690987124463,variable
7242,2,137.0,2,0.008583690987124463,variable
7253,2,138.0,2,0.008583690987124463,variable
7264,2,145.0,2,0.008583690987124463,variable
7275,2,149.0,2,0.008583690987124463,variable
7286,2,150.0,2,0.008583690987124463,variable
